LEA Code,District Name,School Code,School Name,Organization Type,School Type,Low Grade,High Grade,Address,City,State,Zip,County,Current Status,Categories And Programs,Virtual School,IB Program,Phone Number,Fax Number,Website Url,Email
4620,Racine Unified,1619,Renaissance Lutheran School,Private School,Elementary School,K4,08,6150 Taylor Ave,Racine,WI,53403,Racine,OPEN,Choice,,,262-554-6768,,https://www.luminschools.org/,meinzer@luminschools.org
4620,Racine Unified,4910,Saint John's Lutheran School,Private School,Elementary School,K4,08,510 Kewaunee St,Racine,WI,53402,Racine,OPEN,Choice,,,262-633-2758,262-637-7089,www.stjohnsracine.org,heins@stjohnsracine.org
4620,Racine Unified,3430,Siena Catholic Schools of Racine Inc,Private School,Combined Elementary/Secondary School,K4,12,245 Main St,Racine,WI,53403,Racine,OPEN,Choice,,,262-800-1111,262-632-5144,www.sienacatholicschools.org,ssavaglio@sienacatholicschools.org
4620,Racine Unified,1750,Sonnenberg Schools,Private School,Combined Elementary/Secondary School,KG,12,2015 Franklin St,Racine,WI,53403,Racine,OPEN,,,,262-671-5018,,https://sonnenbergschools.org,aandersen@sonnenbergschools.org
4620,Racine Unified,8505,Trinity Lutheran School,Private School,Elementary School,KG,08,7900 Nicholson Rd,Caledonia,WI,53108,Racine,OPEN,Choice,,,262-835-4326,262-835-0707,www.trinitycaledonia.org,school@trinitycaledonia.org
4620,Racine Unified,8540,Trinity Lutheran School,Private School,Elementary School,K4,08,2065 Geneva St,Racine,WI,53402,Racine,OPEN,Choice,,,262-632-1766,--,www.trinityracine.com,pamling@trinityracine.com
4620,Racine Unified,8722,Wisconsin Lutheran School,Private School,Elementary School,K4,08,734 Villa St,Racine,WI,53403,Racine,OPEN,Choice,,,262-456-2770,262-633-1121,www.wisconsinlutheranschool.org,barb.pope@wlsracine.org
4634,Randolph,0648,Faith Christian School,Private School,Combined Elementary/Secondary School,KG,12,611 N Columbus St,Randolph,WI,53956,Dodge,OPEN,,,,920-326-6090,920-326-6210,www.randolphfcs.org,office@randolphfcs.org
4634,Randolph,2380,Randolph Christian School Society Inc,Private School,Elementary School,K4,08,457 2nd St,Randolph,WI,53956,Columbia,OPEN,Choice,,,920-326-3320,,www.randolphchristian.org,office@randolphchristian.org
4641,Random Lake,4485,Saint John Lutheran School,Private School,Elementary School,K4,08,W 5407 County Road SS,Random Lake,WI,53075,Sheboygan,OPEN,Choice,,,920-994-9190,,www.stjohnrandomlake.org,mkipp@stjohnrandomlake.org
4753,Reedsburg,2630,Sacred Heart Grade School,Private School,Elementary School,KG,08,545 N Oak St,Reedsburg,WI,53959,Sauk,OPEN,,,,608-524-3611,608-524-3831,wwwshsreedsburg.org,principal@shsreedsburg.org
4753,Reedsburg,7500,Saint Peters Lutheran School,Private School,Elementary School,K4,08,345 N Pine St,Reedsburg,WI,53959,Sauk,OPEN,Choice,,,608-524-4066,608-524-8821,www.stpetersreedsburg.org,stpetersreedsburg@gmail.com
4760,Reedsville,8257,Saint John Saint James Lutheran School,Private School,Elementary School,K4,08,219 Manitowoc St,Reedsville,WI,54230,Manitowoc,OPEN,Choice,,,920-754-4432,920-754-4568,www.stjohnstjames.com,efillner@stjohnstjames.com
4760,Reedsville,8843,Zion Lutheran School of Wayside,Private School,Elementary School,K4,08,8374 County Road W,Greenleaf,WI,54126,Brown,OPEN,Choice,,,920-864-2468,920-864-2684,www.zionwayside.org,school@zionwayside.org
4781,Rhinelander,2444,Nativity of Our Lord Catholic School,Private School,Elementary School,K4,08,103 E King St,Rhinelander,WI,54501,Oneida,OPEN,Choice,,,715-362-5588,,www.nativityofourlord.net,bgauthier@nativity.me
4781,Rhinelander,8810,Zion Lutheran Grade School,Private School,Elementary School,K4,08,26 W Frederick St,Rhinelander,WI,54501,Oneida,OPEN,,,,715-365-6300,715-365-6329,www.zionrhinelander.org,school@zionrhinelander.org
4802,Rice Lake Area,1515,Redeemer Evangelical Lutheran School,Private School,Elementary School,K4,08,520 E Orchard Beach La,Rice Lake,WI,54868,Barron,OPEN,,,,715-234-1423,,www.redeemerricelake.org,astudtmann@redeemerricelake.org
4802,Rice Lake Area,5150,Saint Joseph School,Private School,Elementary School,K4,08,128 W Humbird St,Rice Lake,WI,54868,Barron,OPEN,Choice,,,715-234-7721,715-234-7757,www.sjsricelake.org,j.vandyke@sjsricelake.org
4851,Richland,0536,Eagle School International,Private School,Combined Elementary/Secondary School,K4,12,26700 Fellowship Ln,Richland Center,WI,53581,Richland,OPEN,Choice,,,608-647-6742,,EagleSchoolRC.org,Office@EagleSchoolrc.org
4851,Richland,6030,Saint Mary of the Assumption Catholic,Private School,Elementary School,K4,08,155 W 5th St,Richland Center,WI,53581,Richland,OPEN,Choice,,,608-647-2422,608-647-5914,www.stmarysrc.com/school,stacia.kohlstedt@stmarysrc.com
4893,River Falls,0847,Heartland Community Montessori School,Private School,Elementary School,K4,KG,N8226 945th St,River Falls,WI,54022,Pierce,OPEN,,,,715-426-0350,,www.heartlandmontessori.org,info@heartlandmontessori.org
4893,River Falls,3370,Saint Bridget Parish School,Private School,Elementary School,K4,08,135 E Division St,River Falls,WI,54022,Saint Croix,OPEN,,,,715-425-1872,715-425-1873,www.saintbridgetschool.com,principal@stbparish.com
4904,River Ridge,5880,Saint Mary Grade School,Private School,Elementary School,K4,08,531 Congress St,Bloomington,WI,53804,Grant,OPEN,,,,608-994-2435,608-994-2551,www.stmarybl.org,copseyk@stmarybl.org
4963,Rosholt,2760,Saint Adalbert Grade School,Private School,Elementary School,K4,08,3314 Saint Adalbert Rd,Rosholt,WI,54473,Portage,OPEN,,,,715-677-4517,,www.rosholtcatholic.org,parish@rosholtcatholic.org
4970,D C Everest Area,7920,Newman Catholic Early Childhood Center,Private School,Elementary School,K4,K4,112 W Kort St,Schofield,WI,54476,Marathon,OPEN,,,,715-355-5254,715-227-4861,www.newmancatholicschools.com,afaust@newmancatholicschools.com
4970,D C Everest Area,5763,Newman Catholic Elementary School,Private School,Elementary School,K4,05,602 Military Rd,Rothschild,WI,54474,Marathon,OPEN,Choice,,,715-359-9662,715-201-4976,www.newmancatholicschools.com,pfochs@newmancatholicschools.com
4970,D C Everest Area,2015,Northland Lutheran High School,Private School,High School,09,12,2107 Tower Rd,Kronenwetter,WI,54455,Marathon,OPEN,Choice,,,715-359-3400,715-241-9203,www.nlhs.org,nlhsoffice@nlhs.org
4970,D C Everest Area,7414,Saint Peter Lutheran School,Private School,Elementary School,KG,08,115 Eau Claire St,Schofield,WI,54476,Marathon,OPEN,Choice,,,715-359-3020,,www.stpeterschoolschofield.org,school@stpeterschofield.org
5026,Saint Francis,8371,Saint Thomas More High School,Private School,High School,09,12,2601 E Morgan Ave,Milwaukee,WI,53207,Milwaukee,OPEN,Choice,,,414-481-8370,414-481-3382,www.tmore.org,friasa@tmore.org
5100,Sauk Prairie,2870,Saint Aloysius Grade School,Private School,Elementary School,K4,08,608 Oak St,Sauk City,WI,53583,Sauk,OPEN,,,,608-643-6868,,www.saintaloysiusschool.org,info@saintaloysiusschool.org
5100,Sauk Prairie,1737,Shoreless Lake School Wisconsin,Private School,High School,06,12,8944 County Road Y,Sauk City,WI,53583,Dane,OPEN,,,,608-352-4241,,www.shorelesslake.school,miriam.maiquez@shorelesslake.school
5124,Seneca Area,1677,Mary Immaculate Academy,Private School,Combined Elementary/Secondary School,KG,12,167 Main St,Seneca,WI,54654,Crawford,OPEN,,,,734-890-1687,,,maryimacademy@gmail.com
5264,Shawano,1813,Advocates for Healthy Transitional,Private School,Combined Elementary/Secondary School,KG,12,112 East Maurer Street,Shawno,WI,54166,Shawano,OPEN,,,,920-764-2485,920-815-3295,https://advocateswi.com/,info@advocateswi.com
5264,Shawano,2640,Sacred Heart Catholic School,Private School,Elementary School,K4,08,124 E Center St,Shawano,WI,54166,Shawano,OPEN,Choice,,,715-526-5328,715-526-4105,sacredheartshawano.org,gcumberland@sacredheartshawano.org
5264,Shawano,4155,Saint James Lutheran School,Private School,Elementary School,KG,08,324 S Andrews St,Shawano,WI,54166,Shawano,OPEN,Choice,,,715-524-4213,715-524-4876,www.stjames-shawano.org,principal@stjamesshawano.org
5264,Shawano,1391,Wolf River Lutheran High School,Private School,High School,09,12,W7467 River Bend Rd,Shawano,WI,54166,Shawano,OPEN,Choice,,,715-745-2400,,www.wrlhs.org,principal@wolfriverlhs.org
5271,Sheboygan Area,0230,Bethlehem Lutheran School,Private School,Elementary School,K4,08,1121 Georgia Ave,Sheboygan,WI,53081,Sheboygan,OPEN,Choice,,,920-452-5071,920-452-0209,www.ourbethlehem.com/school-home.cfm,infoschool@ourbethlehem.com
5271,Sheboygan Area,0346,Christ Child Academy,Private School,Elementary School,K4,08,2722 Henry St,Sheboygan,WI,53081,Sheboygan,OPEN,Choice,,,920-459-2660,920-459-2665,christchildacademy.com,christchildacademyoffice@gmail.com
5271,Sheboygan Area,2162,Fundamentals LLC,Private School,Combined Elementary/Secondary School,01,12,2040 North Ave,Sheboygan,WI,53083,Sheboygan,OPEN,,,,920-202-2587,920-259-7597,www.fundamentalswi.com,education@fundamentalswi.com
5271,Sheboygan Area,2071,Richardson School,Private School,Combined Elementary/Secondary School,KG,12,2108 N 21 St,Sheboygan,WI,53081,Sheboygan,OPEN,,,,920-335-2601,,www.richardsonschool.com,becky.zingsheim@richardsonschool.com
5271,Sheboygan Area,1130,Saint Elizabeth Ann Seton Catholic,Private School,Elementary School,K4,08,814 Superior Ave,Sheboygan,WI,53081,Sheboygan,OPEN,Choice,,,920-452-1571,--,www.sheboyganseton.org,widmannm@sheboyganseton.org
5271,Sheboygan Area,7230,Saint Paul Lutheran School,Private School,Elementary School,K4,08,1819 N 13th St,Sheboygan,WI,53081,Sheboygan,OPEN,Choice,,,920-452-6882,920-452-7893,www.stpaulsheboygan.org,stpaulschool53081@yahoo.com
5271,Sheboygan Area,8195,Sheboygan Area Lutheran High School,Private School,High School,09,12,3323 University Dr,Sheboygan,WI,53081,Sheboygan,OPEN,Choice,,,920-452-3323,,www.lutheranhigh.com,walecka@lutheranhigh.com
5271,Sheboygan Area,8200,Sheboygan Christian School,Private School,Combined Elementary/Secondary School,K4,12,929 Greenfield Ave,Sheboygan,WI,53081,Sheboygan,OPEN,Choice,,,920-458-9981,920-457-6441,sheboyganchristian.com,office@sheboyganchristian.com
5271,Sheboygan Area,8460,Trinity Lutheran School,Private School,Elementary School,K4,08,824 Wisconsin Ave,Sheboygan,WI,53081,Sheboygan,OPEN,Choice,,,920-458-8248,,www.trinitysheboygan.org,principal@trinitysheboygan.org
5355,Shorewood,7650,Saint Robert School,Private School,Combined Elementary/Secondary School,K4,08,2200 E Capitol Dr,Shorewood,WI,53211,Milwaukee,OPEN,,,,414-332-1164,414-332-7355,www.strobert.org,cward@strobert.school
5376,Siren,1983,The Bridge Christian School,Private School,Combined Elementary/Secondary School,K4,12,7686 Lofty Pines Dr,Siren,WI,54872,Burnett,OPEN,,,,715-349-5601,,https://sirencovenantchurch.com,j.phernetton@sirencovenantchurch.com
5390,Slinger,7420,Saint Peter Catholic School,Private School,Elementary School,K4,05,206 E Washington St,Slinger,WI,53086,Washington,OPEN,Choice,,,262-644-8083,262-644-7951,www.spcsslinger.org,cheryl.jaeger@stpeterslinger.org
5432,Somerset,2990,Saint Anne Grade School,Private School,Elementary School,K4,08,140 Church Hill Rd,Somerset,WI,54025,Saint Croix,OPEN,,,,715-247-3762,,www.stannecatholicschool.org,bwhynott@stanne-somerset.org
5439,South Milwaukee,7870,Divine Mercy School,Private School,Elementary School,K4,08,695 College Ave,South Milwaukee,WI,53172,Milwaukee,OPEN,Choice,,,414-764-4360,414-764-6740,www.divinemercysmschool.org,loreverucka@divinemercysm.org
5439,South Milwaukee,1731,Guidance Academy,Private School,Combined Elementary/Secondary School,K4,12,1800 16th Ave,South Milwaukee,WI,53172,Milwaukee,OPEN,Choice,,,414-312-8755,414-455-4519,www.guidancemke.org,admin@guidancemke.org
5439,South Milwaukee,8755,Zion Lutheran School,Private School,Elementary School,K4,08,3600 S Chicago Ave,South Milwaukee,WI,53172,Milwaukee,OPEN,,,,414-762-1258,414-762-1258,zionsouthmilwaukee.com,office@zionsouthmilwaukee.com
5460,Sparta Area,4650,Saint John's Ev Lutheran School,Private School,Elementary School,K4,08,419 Jefferson Ave,Sparta,WI,54656,Monroe,OPEN,Choice,,,608-269-6001,608-269-6192,www.sjsparta.com,school@sjsparta.com
5460,Sparta Area,7000,Saint Patrick School,Private School,Elementary School,K4,08,100 S L St,Sparta,WI,54656,Monroe,OPEN,Choice,,,608-269-4748,,spartacatholic.org,clareking@stpatricksparta.net
5474,Spooner Area,3760,Saint Francis de Sales Grade School,Private School,Elementary School,K4,08,300 Oak St,Spooner,WI,54801,Washburn,OPEN,Choice,,,715-635-2774,,www.we3churches.org,sfdsadministrator@we3churches.org
5523,River Valley,4548,Saint John the Evangelist School,Private School,Elementary School,K4,06,209 N Washington St,Spring Green,WI,53588,Sauk,OPEN,,,,608-588-2021,,www.stjohns-springgreen.org,astroud@stjohnspringgreen.com
5523,River Valley,5660,Saint Luke Grade School,Private School,Elementary School,K4,08,1290 Nachreiner Ave,Plain,WI,53577,Sauk,OPEN,,,,608-546-2963,608-546-2616,www.stlukes-plain.org,diane.mueller@stlukecatholicchurchplain.com
5586,Spring Valley,1885,Spring Forth Academy,Private School,Combined Elementary/Secondary School,KG,08,S200 Sabin Avenue,Spring Valley,WI,54767,Pierce,OPEN,,,,763-350-2960,,https://springforthsv.org,bobbiet@springforthsv.org
5593,Stanley-Boyd Area,5020,Saint Joseph Catholic School,Private School,Elementary School,K4,05,813 E Patten St,Boyd,WI,54726,Chippewa,OPEN,Choice,,,715-703-1034,715-703-1034,www.allsaintscathcom.com,rjensen@stjosephboyd.com
5607,Stevens Point Area Public,1981,Central Wisconsin Lutheran High School,Private School,High School,09,10,3210 Maple Dr,Plover,WI,54467,Portage,OPEN,,,,,,,cwlutheranhigh@proton.me
5607,Stevens Point Area Public,2075,Living Word Lutheran High School,Private School,High School,09,12,3210 Maple Dr,Plover,WI,54467,Portage,OPEN,Choice,,,715-544-6300,,,dmiskimen@lwlhs.com
5607,Stevens Point Area Public,1042,Pacelli Catholic Elementary Saint,Private School,Elementary School,K4,04,3301 Willow Dr,Plover,WI,54467,Portage,OPEN,Choice,,,715-342-2015,715-342-2016,www.pacellicatholicschools.com,twittmus@pacellicatholicschools.com
5607,Stevens Point Area Public,8258,Pacelli Catholic Elementary Saint,Private School,Elementary School,K4,04,1335 Clark St,Stevens Point,WI,54481,Portage,OPEN,Choice,,,715-344-3751,715-344-3766,www.pacellicatholicschools.com,jnowinski@pacellicatholicschools.com
5607,Stevens Point Area Public,7417,Pacelli Catholic Middle,Private School,Middle School,05,08,708 1st St,Stevens Point,WI,54481,Portage,OPEN,Choice,,,715-344-1890,--,pacellicatholicschools.com,elopas@pacellicatholicschools.com
5607,Stevens Point Area Public,2270,Pacelli High,Private School,High School,09,12,1301 Maria Dr,Stevens Point,WI,54481,Portage,OPEN,Choice,,,715-341-2442,715-341-6779,www.pacellicatholicschools.com,ltheiss@pacellicatholicschools.com
5607,Stevens Point Area Public,1977,Pella Hill Virtual Academy,Private School,Combined Elementary/Secondary School,K4,12,3048 Village Park Rd,Plover,WI,54467,Portage,OPEN,Choice,,,715-443-5244,,https://www.pellahill.org/,info@pellahill.org
5607,Stevens Point Area Public,2490,Sacred Heart Grade School,Private School,Elementary School,K4,06,7379 Church St,Custer,WI,54423,Portage,OPEN,,,,715-600-6942,,www.sacredheartpolonia.com,principal@sacredheartpolonia.com
5607,Stevens Point Area Public,7080,Saint Paul Lutheran,Private School,Combined Elementary/Secondary School,K4,08,1919 Wyatt Ave,Stevens Point,WI,54481,Portage,OPEN,Choice,,,715-344-5660,,www.stpaulequips.com,jwegner@stpaulequips.com
5607,Stevens Point Area Public,0766,Stevens Point Christian Academy,Private School,Combined Elementary/Secondary School,KG,12,801 County Road HH W,Stevens Point,WI,54481,Portage,OPEN,Choice,,,715-341-0588,715-341-3023,spcak12.org,h.uitenbroek@spcak12.org
5621,Stoughton Area,3028,Saint Ann School,Private School,Combined Elementary/Secondary School,K4,08,324 N Harrison St,Stoughton,WI,53589,Dane,OPEN,,,,608-873-3343,,www.stanns-school.org,stanns@stanns-school.org
5628,Stratford,5160,Saint Joseph Catholic School,Private School,Elementary School,K4,08,119210 Larch St,Stratford,WI,54484,Marathon,OPEN,Choice,,,715-687-4145,715-687-4343,,swenzel@stjstratford.org
5642,Sturgeon Bay,0460,Saint John Bosco Catholic School,Private School,Elementary School,K4,08,730 W Maple Street,Sturgeon Bay,WI,54235,Door,OPEN,Choice,,,920-743-4144,920-743-4106,www.johnboscoschool.org,michael.robey@johnboscoschool.org
5642,Sturgeon Bay,7435,Saint Peters Evangelical Lutheran School,Private School,Elementary School,K4,08,108 W Maple St,Sturgeon Bay,WI,54235,Door,OPEN,,,,920-743-4432,920-743-5388,www.stpeterslutheran.net/school,admin@stpeterssb.net
5656,Sun Prairie Area,1929,Capitoland Christian School,Private School,Elementary School,K4,03,6484 North Bird St,Sun Prairie,WI,53590,Dane,OPEN,,,,608-228-2022,,https://www.capitoland.com,school@capitoland.com
5656,Sun Prairie Area,1953,Chesterton Academy Queen of Martyrs,Private School,High School,09,12,2420 St Albert the Great Dr,Sun Prairie,WI,53590,Dane,OPEN,,,,319-551-6571,,https://chestertonqofm.com,contact@chestertonqofm.com
5656,Sun Prairie Area,2285,Peace Lutheran School,Private School,Elementary School,KG,08,1007 Stonehaven Dr,Sun Prairie,WI,53590,Dane,OPEN,,,,608-834-1200,608-825-9806,www.peacewels.org,steve.white@peacewels.org
5656,Sun Prairie Area,1804,PowerHouse Christian School,Private School,Combined Elementary/Secondary School,KG,12,304 Woodward Ave,Sun Prairie,WI,53590,Dane,OPEN,,,,608-695-3469,,PowerHouseEdu.com,phcschool20@gmail.com
5656,Sun Prairie Area,2730,Sacred Hearts Grade School,Private School,Elementary School,KG,08,219 Columbus St,Sun Prairie,WI,53590,Dane,OPEN,,,,608-837-8508,608-825-9585,www.shjms.org,kim.frederick@shjms.org
5663,Superior,0306,Cathedral School,Private School,Elementary School,K4,08,1419 Baxter Ave,Superior,WI,54880,Douglas,OPEN,,,,715-392-2976,715-392-2977,www.superiorcathedralschool.org,mainoffice@superiorcathedralschool.org
5663,Superior,1736,Maranatha Academy,Private School,Combined Elementary/Secondary School,K4,12,4916 S State Road 35,Superior,WI,54880,Douglas,OPEN,,,,715-399-8757,,www.maranathachristian.academy,office@maranathachristian.academy
5663,Superior,1846,Superior Learning Academy,Private School,Combined Elementary/Secondary School,K4,08,5300 Stinson Avenue,Superior,WI,54880,Douglas,OPEN,,,,715-817-0525,,,superiorlearningacademy1@gmail.com
5663,Superior,8553,Twin Ports Baptist School,Private School,Combined Elementary/Secondary School,KG,12,208 52nd Ave E,Superior,WI,54880,Douglas,CLOSED,,,,715-398-6947,,,twinportsbaptist@juno.com
5670,Suring Public,4470,Saint John Lutheran Grade School,Private School,Elementary School,K4,08,8905 Saint John Rd,Suring,WI,54174,Oconto,OPEN,,,,920-842-4443,,https://www.stjohnlutheranhayes.org/school,stjohns@stjohnlutheranhayes.org
5726,Thorp,1182,Abundant Life Christian Academy,Private School,Combined Elementary/Secondary School,K4,12,105 W Hill St,Thorp,WI,54771,Clark,CLOSED,,,,715-669-5657,,www.alcthorp.com,office@alcaknights.org
5726,Thorp,2307,Pleasant Valley Mennonite School,Private School,Elementary School,01,08,N15960 County Road O,Withee,WI,54498,Clark,OPEN,,,,715-669-5607,,,
5726,Thorp,8372,Thorp Catholic School,Private School,Elementary School,K4,08,411 E School St,Thorp,WI,54771,Clark,OPEN,Choice,,,715-669-5530,,,administrator@thorpcatholicschool.org
5726,Thorp,8373,Thorp Mennonite School,Private School,Elementary School,01,08,N16187 State Hwy 73,Thorp,WI,54771,Clark,OPEN,,,,,,,
5747,Tomah Area,1714,Oasis Christian School,Private School,Combined Elementary/Secondary School,K4,12,22547 State Highway 21,Tomah,WI,54660,Monroe,OPEN,,,,608-567-9230,,www.oasischurchtomah.org,pastorsteve@oasischurchtomah.org
5747,Tomah Area,6050,Queen of the Apostles School,Private School,Elementary School,K4,08,315 W Monroe St,Tomah,WI,54660,Monroe,OPEN,Choice,,,608-372-5765,608-372-4440,www.queenoftheapostlestomah.com,office@queenoftheapostlestomah.com
5747,Tomah Area,7095,Saint Paul Lutheran School,Private School,Elementary School,K4,08,505 Superior Ave,Tomah,WI,54660,Monroe,OPEN,Choice,,,608-372-4542,608-372-2335,www.stpaultomah.org\school,stpaultomahschool@gmail.com
5747,Tomah Area,2034,Victory Christian School,Private School,Combined Elementary/Secondary School,KG,12,1701 Hollister Ave,Tomah,WI,54660,Monroe,OPEN,Choice,,,608-372-2261,,https://www.victorychristianschooltomah.com/,administration@impactcs.org
5754,Tomahawk,6530,Saint Marys Grade School,Private School,Elementary School,K4,07,221 E Washington Ave,Tomahawk,WI,54487,Lincoln,OPEN,Choice,,,715-453-3542,715-453-9195,www.stmarysschool.biz,smsoffice@stmarystudents.com
5757,Flambeau,1495,Little Jump Amish School,Private School,Elementary School,KG,08,W4954 Spur Rd,Sheldon,WI,54766,Rusk,OPEN,,,,,,,
5757,Flambeau,1338,Shiloh Mennonite School,Private School,Combined Elementary/Secondary School,01,10,W7385 County Road I,Conrath,WI,54731,Rusk,OPEN,,,,715-532-5700,715-532-9904,,
5824,Two Rivers Public,4800,Saint John's Lutheran Grade School,Private School,Elementary School,K4,08,3607 45th St,Two Rivers,WI,54241,Manitowoc,OPEN,Choice,,,920-793-5001,920-793-8669,www.sjtworiversles.org,school.admin@sjtworivers.org
5866,Valders Area,6550,Saint Mary Saint Michael School,Private School,Elementary School,K4,08,19 S County Road J,Cato,WI,54230,Manitowoc,OPEN,Choice,,,920-775-4366,920-775-4365,stmarystmichael.com,bvalleskey@stmarystmichael.com
5901,Verona Area,1907,Bright Child Learning Center,Private School,Elementary School,K4,KG,3149 Maple Valley Dr,Madison,WI,53719,Dane,OPEN,,,,608-497-1191,,https://brightchildlearningcenter.com,lisaknudson@bright-child.com
5901,Verona Area,1911,Impact Christian Academy,Private School,High School,09,12,411 Prairie Heights Dr,Verona,WI,53593,Dane,OPEN,Choice,,,608-504-9440,608-824-9135,https://www.impactchristianacademyhs.org/,cmoore@impactcs.org
5985,Viroqua Area,2305,Pleasant Ridge Waldorf School,Private School,Elementary School,K4,08,431 E Court St,Viroqua,WI,54665,Vernon,OPEN,Choice,,,608-637-7828,608-637-3952,www.pleasantridgewaldorf.org,admin@pleasantridgewaldorf.org
5985,Viroqua Area,1080,Youth Initiative High,Private School,High School,09,12,500 E Jefferson St,Viroqua,WI,54665,Vernon,OPEN,,,,608-637-6445,608-637-6445,www.yihs.net,matt@yihs.net
6118,Waterloo,4710,Saint John Ev Lutheran School,Private School,Elementary School,K4,08,413 E Madison St,Waterloo,WI,53594,Jefferson,OPEN,Choice,,,920-478-2707,--,stjohnwaterloo.com,office@stjohnwaterloo.org
6125,Watertown Unified,0268,Calvary Baptist Christian School,Private School,Elementary School,K4,08,792 Milford St,Watertown,WI,53094,Jefferson,OPEN,Choice,,,920-262-0612,--,www.cbcs.org,schooloffice@cbcs.org
6125,Watertown Unified,0651,Faith Lutheran School,Private School,Combined Elementary/Secondary School,K4,06,626 Milford St,Watertown,WI,53094,Jefferson,OPEN,,,,920-261-8060,,faithlutheranwatertown.com,schooloffice4faithlutheran@gmail.com
6125,Watertown Unified,0768,Good Shepherd Lutheran School,Private School,Elementary School,K4,08,1611 E Main St,Watertown,WI,53094,Jefferson,OPEN,Choice,,,920-261-2579,855-710-6689,www.goodshepherdwi.org,agromowski@goodshepherdwi.org
6125,Watertown Unified,1653,Lebanon Lutheran School,Private School,Elementary School,K4,08,N534 County Road R,Watertown,WI,53098,Dodge,OPEN,,,,920-925-3791,920-925-3799,,lebanon.llsoffice@gmail.com
6125,Watertown Unified,2042,Luther Preparatory School,Private School,High School,09,12,1300 Western Ave,Watertown,WI,53094,Jefferson,OPEN,Choice,,,920-261-4352,920-262-8118,www.lps.wels.net,dodgedl@lps.wels.net
6125,Watertown Unified,1740,Maranatha Baptist Academy,Private School,High School,09,12,745 W Main St,Watertown,WI,53094,Jefferson,OPEN,Choice,,,920-206-2366,,www.maranathabaptistacademy.org,philip.alsup@mbu.edu
6125,Watertown Unified,4475,Saint John's Lutheran School,Private School,Elementary School,K4,08,317 N 6th St,Watertown,WI,53094,Jefferson,OPEN,Choice,,,920-261-3756,,www.stjohnswatertown.org,school@stjohnswatertown.org
6125,Watertown Unified,1891,Saint Jude Academy,Private School,High School,09,12,510 Cole St,Watertown,WI,53094,Jefferson,OPEN,,,,608-215-3517,,https://www.stjudeacademy.info,jgetz.stjudeacademy@gmail.com
6125,Watertown Unified,5770,Saint Mark's Evangelical Lutheran School,Private School,Elementary School,K4,08,706 Jones St,Watertown,WI,53094,Jefferson,OPEN,,,,920-262-8501,920-262-8517,www.stmarkslutheran.org,smlsoffice@smlswatertown.com
6125,Watertown Unified,7143,Saint Paul's Evangelical Lutheran School,Private School,Elementary School,K4,08,W1956 Gopher Hill Rd,Ixonia,WI,53036,Jefferson,OPEN,Choice,,,920-261-5589,,www.stpaulsixonia.org,secretary@stpaulsixonia.org
6125,Watertown Unified,4000,Saint Therese Catholic School,Private School,Elementary School,K4,08,300 E Cady St,Watertown,WI,53094,Jefferson,OPEN,Choice,,,920-261-2586,,www.school.stlwi.org,sharms@watertowncatholic.org
6125,Watertown Unified,8549,Trinity St Luke's Lutheran School,Private School,Elementary School,K4,08,801 S 5th St,Watertown,WI,53094,Jefferson,OPEN,Choice,,,920-261-3615,920-261-5840,www.tslwels.org,pgustafson@tslwels.org
6174,Waukesha,1115,Beautiful Savior Lutheran School,Private School,Elementary School,K4,08,1205 S East Ave,Waukesha,WI,53186,Waukesha,OPEN,Choice,,,262-542-6558,,www.beautifulsaviorwaukesha.org,jwolff@bsl-school.org
6174,Waukesha,0310,Catholic Memorial High School,Private School,High School,09,12,601 E College Ave,Waukesha,WI,53186,Waukesha,OPEN,Choice,,"Career-related Programme, Diploma Programme",262-542-7101,262-542-1633,www.catholicmemorial.net,mhansen@catholicmemorial.net
6174,Waukesha,6060,Corpus Christi Parish School,Private School,Elementary School,K4,08,444 N. Moreland Blvd,Waukesha,WI,53188,Waukesha,OPEN,Choice,,,262-896-2929,--,www.corpuschristi.school,lkovaleski@corpuschristi.school
6174,Waukesha,1886,Maravilla Montessori School,Private School,Elementary School,KG,06,S31W29553 Sunset Dr,Waukesha,WI,53189,Waukesha,OPEN,,,,262-201-4770,,https://www.maravillamontessori.org,info@maravillamontessori.org
6174,Waukesha,1152,Montessori School of Waukesha,Private School,Elementary School,K4,08,2600 Summit Ave,Waukesha,WI,53188,Waukesha,OPEN,,,,262-547-2545,,msow.org,rshawmarshall@msow.org
6174,Waukesha,1960,Mount Calvary Lutheran School,Private School,Elementary School,K4,08,1941 Madison St,Waukesha,WI,53188,Waukesha,OPEN,Choice,,,262-547-6740,262-522-3234,www.mountcalvarywaukesha.org,school@mountcalvarywaukesha.org
6174,Waukesha,1718,Richardson School,Private School,Combined Elementary/Secondary School,K4,12,175 S Barker Rd,Brookfield,WI,53045,Waukesha,OPEN,,,,262-468-0700,262-468-0701,www.richardsonschool.com,jade.hammel@richardsonschool.com
6174,Waukesha,8547,Trinity Lutheran School,Private School,Elementary School,K4,08,1060 White Rock Ave,Waukesha,WI,53186,Waukesha,OPEN,Choice,,,262-547-8020,262-547-7331,www.trinitywaukesha.com,tschool@trinitywels.com
